userId,trainingId,trainerId,trainingStatus,assessment_percentage_done,assessment_completion_time_in_hours,scoreAchievedInQuiz,quizPassedOrFailed,ratingGivenByTrainer
7910250648,20,7989358648,completed,100,26,44,Fail,1
6273743471,24,9941979524,pending,0,0,0,"",""
9070780054,6,8283012115,pending,0,0,0,"",""
322682935,18,4667843857,completed,100,88,28,Fail,2
2051501583,11,1365651983,completed,100,96,16,Fail,2
4481519,23,6035574711,completed,100,85,64,Pass,5
5310056704,11,8730749381,pending,0,0,0,"",""
1895296977,13,4474520292,completed,100,17,54,Pass,3
628888656,1,7155083641,in_progress,49,25,73,Pass,5
3406472080,23,8730749381,pending,0,0,0,"",""
4332404948,5,5854306653,completed,100,68,96,Pass,3
8105578237,15,1569551734,pending,0,0,0,"",""
876881780,13,1012654513,completed,100,92,32,Fail,1
104738199,27,4667843857,completed,100,74,55,Pass,2
6077554150,5,322682935,completed,100,34,82,Pass,3
1159762251,1,8238070968,pending,0,0,0,"",""
7892028849,28,1569551734,completed,100,38,67,Pass,1
6556947932,5,4667843857,pending,0,0,0,"",""
5250308822,23,5313661905,completed,100,58,39,Fail,5
3562445617,7,8913046070,pending,0,0,0,"",""
536104730,6,1569551734,in_progress,82,40,93,Pass,1
8730749381,12,7340725304,completed,100,83,8,Fail,4
5897172592,26,1012654513,completed,100,86,71,Pass,1
4670493762,8,429698960,completed,100,42,79,Pass,2
9193342119,30,6690077310,pending,0,0,0,"",""
7538955752,18,7244170133,in_progress,87,79,51,Pass,3
7065132894,1,9792809882,in_progress,55,53,96,Pass,5
7847663966,24,9544996040,completed,100,13,77,Pass,2
5106195317,18,2678636976,pending,0,0,0,"",""
4844931003,13,9434033735,pending,0,0,0,"",""
5323172249,3,9759471255,in_progress,73,87,25,Fail,5
713076973,14,9792809882,completed,100,94,64,Pass,4
3874023087,3,6690077310,in_progress,14,53,18,Fail,4
207912015,5,9759471255,in_progress,69,63,15,Fail,5
4018177347,11,5854306653,pending,0,0,0,"",""
2134137577,23,1569551734,completed,100,76,78,Pass,2
7792387769,7,4667843857,completed,100,8,21,Fail,1
6768746223,29,9941979524,in_progress,88,61,73,Pass,5
4962682170,28,2678636976,pending,0,0,0,"",""
5250308822,12,9635606807,pending,0,0,0,"",""
2762058303,5,9893171522,in_progress,37,29,75,Pass,1
9161093446,26,9941979524,completed,100,82,65,Pass,4
8753856302,19,9893171522,pending,0,0,0,"",""
596178716,1,322682935,in_progress,56,23,90,Pass,1
7016097411,20,4775284066,in_progress,46,14,93,Pass,1
7139950328,8,6219493172,completed,100,23,42,Fail,4
2377353705,24,6563638213,pending,0,0,0,"",""
524093516,16,4392748960,in_progress,54,69,32,Fail,1
2620924172,26,2258411288,in_progress,76,83,49,Fail,5
2377353705,5,7155083641,pending,0,0,0,"",""
6435671223,5,6871274311,in_progress,50,77,42,Fail,4
5738111682,30,7401098269,pending,0,0,0,"",""
9614859781,23,6563638213,completed,100,93,81,Pass,5
4024229978,27,882656711,pending,0,0,0,"",""
202291827,19,4667843857,in_progress,69,59,92,Pass,4
2849099065,24,7892028849,pending,0,0,0,"",""
1685735736,10,9434033735,in_progress,73,96,45,Fail,4
806213872,18,9941979524,pending,0,0,0,"",""
2187675811,5,322682935,completed,100,23,79,Pass,3
7745618999,14,9792809882,pending,0,0,0,"",""
6729654034,5,7836948947,completed,100,80,31,Fail,4
7921753464,15,9893171522,in_progress,65,60,68,Pass,2
1241188508,4,2989366907,pending,0,0,0,"",""
3350349724,16,9792809882,completed,100,81,13,Fail,5
1241188508,18,9635606807,completed,100,100,47,Fail,4
116105768,2,2258411288,in_progress,52,10,40,Fail,3
9586899384,20,4775284066,in_progress,77,7,61,Pass,3
537261368,1,5132755481,pending,0,0,0,"",""
6347933663,14,4667843857,in_progress,10,67,46,Fail,3
9273386475,2,9792809882,completed,100,64,97,Pass,5
4988964100,21,9792809882,in_progress,71,16,82,Pass,5
806213872,16,7155083641,pending,0,0,0,"",""
8992447177,25,4900234692,in_progress,63,77,73,Pass,4
806960039,27,5313661905,in_progress,100,33,22,Fail,1
7434157658,11,6871274311,completed,100,92,11,Fail,4
1580143555,26,7892028849,pending,0,0,0,"",""
4868810599,12,6219493172,in_progress,28,91,44,Fail,1
104738199,27,4775284066,completed,100,6,88,Pass,3
3761300423,10,7989358648,completed,100,90,59,Pass,1
7574995070,26,8730749381,pending,0,0,0,"",""
8950206237,26,9792809882,in_progress,70,31,84,Pass,1
3647737530,25,127976382,completed,100,41,6,Fail,3
7479251037,11,322682935,in_progress,80,48,76,Pass,4
4946240833,18,5323172249,pending,0,0,0,"",""
6636955815,10,7885676645,pending,0,0,0,"",""
7618513258,25,8913046070,in_progress,65,29,83,Pass,3
7065370035,21,7836948947,in_progress,54,94,82,Pass,2
2493311862,11,9792809882,completed,100,42,52,Pass,1
2795627162,29,5323172249,completed,100,75,2,Fail,2
4962682170,30,9544996040,pending,0,0,0,"",""
614173939,26,2258411288,in_progress,78,13,20,Fail,2
8754051385,3,8238070968,completed,100,86,26,Fail,3
3106285544,16,882656711,completed,100,15,74,Pass,5
9412465487,6,127976382,completed,100,15,24,Fail,3
3195105770,16,4392748960,completed,100,51,34,Fail,5
5082458670,13,4667843857,in_progress,83,29,46,Fail,3
4627688947,23,8283012115,completed,100,60,3,Fail,1
7789773755,25,322682935,pending,0,0,0,"",""
3755389744,1,9759471255,completed,100,44,44,Fail,5
2134318776,12,5132755481,completed,100,31,70,Pass,3
1578728335,17,7401098269,completed,100,92,84,Pass,4
5572006674,9,322682935,in_progress,80,37,34,Fail,1
9668467752,2,6871274311,in_progress,3,91,20,Fail,3
2651587553,28,7892028849,completed,100,35,13,Fail,3
7116797367,25,4474520292,completed,100,26,64,Pass,3
4980081568,11,4775284066,in_progress,60,32,9,Fail,1
9826707946,29,9759471255,completed,100,87,90,Pass,2
2507368327,5,2678636976,pending,0,0,0,"",""
9789657423,2,9759471255,completed,100,20,88,Pass,2
7978501947,17,6690077310,in_progress,59,59,5,Fail,4
5609774780,9,4474520292,in_progress,15,17,88,Pass,5
4900234692,1,1569551734,completed,100,40,27,Fail,1
6323027029,26,8283012115,completed,100,9,31,Fail,1
7401306978,4,322682935,completed,100,93,47,Fail,1
7657089581,10,9893171522,completed,100,60,6,Fail,4
6827871159,4,3350349724,in_progress,44,34,31,Fail,4
106541311,17,6871274311,completed,100,38,53,Pass,5
3573780714,26,2678636976,pending,0,0,0,"",""
947640046,20,9792809882,completed,100,26,3,Fail,4
3352178775,17,4900234692,pending,0,0,0,"",""
2051773612,3,322682935,pending,0,0,0,"",""
185318483,20,882656711,completed,100,41,56,Pass,5
7424362708,7,9792809882,completed,100,58,99,Pass,2
9279385590,21,9792809882,pending,0,0,0,"",""
7910250648,12,5132755481,pending,0,0,0,"",""
2051501583,12,8913046070,pending,0,0,0,"",""
2762058303,21,6871274311,completed,100,59,64,Pass,4
1851021690,30,6219493172,pending,0,0,0,"",""
5809942717,26,6871274311,in_progress,19,23,18,Fail,5
2625546354,14,2678636976,pending,0,0,0,"",""
5612596279,4,322682935,completed,100,8,69,Pass,1
1825974361,17,5854306653,completed,100,48,35,Fail,3
5565431548,16,7885676645,in_progress,48,59,78,Pass,4
614173939,19,9941979524,completed,100,65,41,Fail,3
1684267537,1,2989366907,completed,100,70,28,Fail,5
9941979524,28,6563638213,completed,100,62,79,Pass,3
7241555860,20,5854306653,pending,0,0,0,"",""
2493311862,17,3350349724,in_progress,68,10,92,Pass,4
534501217,5,7711642321,pending,0,0,0,"",""
3645395241,27,2678636976,completed,100,87,56,Pass,1
1418636216,12,322682935,completed,100,32,13,Fail,1
3074775729,24,9434033735,pending,0,0,0,"",""
6644590620,18,6357984299,completed,100,67,23,Fail,4
8216156203,3,9893171522,completed,100,72,3,Fail,1
8568879600,21,3350349724,pending,0,0,0,"",""
1552687214,23,322682935,pending,0,0,0,"",""
9927646575,23,6563638213,pending,0,0,0,"",""
104738199,27,7244170133,pending,0,0,0,"",""
5997002417,8,7836948947,completed,100,1,91,Pass,2
6062813088,7,9635606807,completed,100,72,8,Fail,3
3622799474,3,7711642321,in_progress,41,79,38,Fail,4
8463957797,27,6219493172,completed,100,82,3,Fail,3
8427259141,23,6357984299,pending,0,0,0,"",""
3981946127,7,4900234692,completed,100,37,33,Fail,1
6258575649,2,7892028849,completed,100,15,5,Fail,2
8786923420,15,7892028849,in_progress,73,15,20,Fail,4
945889098,3,5323172249,completed,100,32,31,Fail,3
1014232786,18,8238070968,pending,0,0,0,"",""
4629348683,23,9635606807,completed,100,83,2,Fail,5
5106565985,20,5132755481,completed,100,86,56,Pass,1
3150712159,4,9792809882,in_progress,33,13,11,Fail,3
6839175379,16,5854306653,pending,0,0,0,"",""
1681709400,16,7155083641,in_progress,41,50,98,Pass,4
796368787,23,7340725304,in_progress,63,43,70,Pass,1
9826707946,9,127976382,in_progress,69,35,43,Fail,5
9257399646,1,9893171522,pending,0,0,0,"",""
2361767274,6,7401098269,completed,100,60,23,Fail,4
4064644536,15,8283012115,completed,100,86,98,Pass,1
2806666103,22,7155083641,in_progress,25,68,47,Fail,5
4064644536,24,9759471255,pending,0,0,0,"",""
7142974585,8,8283012115,in_progress,33,36,53,Pass,5
9789840887,27,7892028849,completed,100,86,38,Fail,3
216163861,21,9792809882,in_progress,94,11,88,Pass,4
8013387271,11,9792809882,completed,100,40,16,Fail,5
6991854856,9,7340725304,pending,0,0,0,"",""
8821870161,17,8913046070,pending,0,0,0,"",""
6898111474,23,6690077310,completed,100,87,89,Pass,1
8427259141,24,882656711,completed,100,99,97,Pass,4
1438762471,30,4667843857,completed,100,89,84,Pass,5
3981946127,9,8283012115,in_progress,37,13,3,Fail,4
116105768,15,7340725304,pending,0,0,0,"",""
5850985148,6,6563638213,completed,100,16,15,Fail,2
3562445617,14,9941979524,completed,100,19,45,Fail,3
9768998004,7,7885676645,pending,0,0,0,"",""
2559291866,10,6871274311,completed,100,98,17,Fail,5
3811028974,6,7892028849,pending,0,0,0,"",""
6941681719,1,9759471255,in_progress,3,32,68,Pass,1
6269255743,4,7836948947,completed,100,9,57,Pass,1
774232642,28,9434033735,completed,100,30,79,Pass,1
9139803794,28,882656711,in_progress,51,43,99,Pass,3
4900234692,30,8730749381,pending,0,0,0,"",""
4459955906,28,7836948947,pending,0,0,0,"",""
2576685987,10,1365651983,completed,100,93,65,Pass,1
5106565985,8,1569551734,completed,100,39,62,Pass,1
3622799474,9,6357984299,completed,100,8,7,Fail,2
1700971571,20,8283012115,completed,100,54,12,Fail,3
8001352609,22,8238070968,in_progress,44,48,63,Pass,5
9279385590,19,7989358648,in_progress,100,91,39,Fail,5
1045452218,21,9674711740,completed,100,45,93,Pass,3
6150595909,20,9544996040,completed,100,40,10,Fail,3
835844933,3,882656711,completed,100,6,99,Pass,1
7468264109,5,9544996040,pending,0,0,0,"",""
3179926533,1,9893171522,in_progress,47,2,83,Pass,4
487004188,21,1365651983,in_progress,17,95,20,Fail,5
7921753464,2,7892028849,completed,100,41,39,Fail,1
6111984573,9,4667843857,pending,0,0,0,"",""
351532147,25,8238070968,in_progress,17,59,4,Fail,2
4136661470,27,9434033735,in_progress,89,42,97,Pass,3
3311365076,11,1012654513,in_progress,24,5,81,Pass,3
2051773612,4,9941979524,pending,0,0,0,"",""
3189326665,28,4474520292,in_progress,24,96,93,Pass,3
6820287358,11,2678636976,pending,0,0,0,"",""
3904676932,18,882656711,pending,0,0,0,"",""
6690077310,4,5323172249,completed,100,89,92,Pass,1
57187412,24,5132755481,in_progress,35,39,41,Fail,5
7065132894,13,9759471255,completed,100,37,27,Fail,4
6683650551,5,9759471255,completed,100,79,43,Fail,3
4862486554,8,882656711,in_progress,42,94,5,Fail,5
4760166492,11,2043925507,pending,0,0,0,"",""
882656711,12,127976382,pending,0,0,0,"",""
8390040281,12,7401098269,completed,100,61,6,Fail,1
8666126453,26,4667843857,in_progress,39,94,70,Pass,4
2944193830,2,9759471255,pending,0,0,0,"",""
4788429031,28,322682935,in_progress,18,60,100,Pass,1
6307861890,13,7401098269,pending,0,0,0,"",""
3047220721,12,7401098269,in_progress,34,60,67,Pass,3
3343381873,1,2043925507,in_progress,77,17,23,Fail,4
9842527889,19,429698960,completed,100,21,44,Fail,1
5430640199,13,2678636976,completed,100,66,9,Fail,3
3776426646,26,127976382,pending,0,0,0,"",""
4955330891,21,7892028849,pending,0,0,0,"",""
4980081568,12,7244170133,pending,0,0,0,"",""
306292527,20,5323172249,in_progress,50,2,7,Fail,3
1950915886,13,5323172249,pending,0,0,0,"",""
9689950398,19,7155083641,completed,100,51,83,Pass,4
8987286809,21,2678636976,in_progress,57,11,87,Pass,1
5106195317,8,8730749381,pending,0,0,0,"",""
1034862710,29,6871274311,pending,0,0,0,"",""
2298083451,21,7340725304,completed,100,82,84,Pass,1
2576685987,14,7401098269,pending,0,0,0,"",""
6017661278,20,9434033735,in_progress,70,21,99,Pass,4
438156173,7,7244170133,in_progress,54,21,96,Pass,4
1574480523,30,1569551734,completed,100,26,84,Pass,4
1802805812,19,2989366907,in_progress,75,1,18,Fail,3
3570159724,1,4474520292,completed,100,23,74,Pass,4
7434157658,27,9792809882,pending,0,0,0,"",""
8677067676,29,4392748960,completed,100,86,17,Fail,4
5106565985,22,1012654513,pending,0,0,0,"",""
9150513704,10,1365651983,pending,0,0,0,"",""
531274340,6,4392748960,in_progress,85,77,80,Pass,4
8950206237,21,127976382,pending,0,0,0,"",""
8028956673,25,2258411288,pending,0,0,0,"",""
4490889002,11,4474520292,completed,100,84,67,Pass,3
243114364,12,4900234692,in_progress,68,82,91,Pass,1
9320935658,7,7340725304,completed,100,81,75,Pass,4
6063909183,5,4474520292,pending,0,0,0,"",""
4187614155,5,4775284066,in_progress,83,93,21,Fail,3
3613444206,7,4900234692,completed,100,46,19,Fail,3
9546244434,2,2678636976,completed,100,21,99,Pass,5
1046480248,25,4775284066,pending,0,0,0,"",""
6827871159,22,429698960,in_progress,42,9,53,Pass,3
7827831768,30,8238070968,completed,100,60,63,Pass,5
4647357083,8,1365651983,completed,100,32,79,Pass,4
5897172592,16,7885676645,pending,0,0,0,"",""
9893171522,1,4474520292,completed,100,7,58,Pass,4
8617207878,19,1365651983,completed,100,82,48,Fail,5
9142438080,17,4900234692,in_progress,17,14,100,Pass,3
8666126453,9,322682935,completed,100,20,46,Fail,5
3238622077,28,2989366907,in_progress,93,16,27,Fail,4
4857142524,27,9941979524,pending,0,0,0,"",""
7116797367,28,5313661905,pending,0,0,0,"",""
6683208892,30,8283012115,in_progress,10,73,52,Pass,4
4392748960,30,2258411288,pending,0,0,0,"",""
882656711,29,9759471255,completed,100,1,83,Pass,5
7801623271,1,4474520292,in_progress,2,40,39,Fail,2
4490889002,20,7711642321,pending,0,0,0,"",""
5687139235,2,7340725304,completed,100,57,96,Pass,5
9709993725,19,9941979524,completed,100,79,34,Fail,2
5105052776,28,8913046070,in_progress,23,88,49,Fail,3
833564663,30,2043925507,completed,100,68,58,Pass,4
6150595909,7,7711642321,pending,0,0,0,"",""
2281279476,8,4775284066,completed,100,78,93,Pass,3
9189646631,3,8913046070,in_progress,34,91,18,Fail,3
806213872,24,7989358648,completed,100,34,45,Fail,4
8852478550,5,4775284066,pending,0,0,0,"",""
7599887097,15,127976382,pending,0,0,0,"",""
6987469885,30,8283012115,pending,0,0,0,"",""
7836948947,11,9792809882,in_progress,90,43,75,Pass,2
7030929352,21,9893171522,completed,100,93,84,Pass,5
8969302844,16,6563638213,in_progress,4,85,93,Pass,5
3173039307,16,6219493172,in_progress,7,72,38,Fail,5
8849432532,14,8283012115,pending,0,0,0,"",""
7676770600,18,8283012115,pending,0,0,0,"",""
1428818934,13,3350349724,in_progress,77,40,10,Fail,3
5878273500,25,429698960,completed,100,97,75,Pass,3
7361023528,9,7836948947,pending,0,0,0,"",""
3904676932,7,9941979524,completed,100,45,43,Fail,5
4449574902,1,7340725304,pending,0,0,0,"",""
4886707070,25,5313661905,in_progress,60,78,75,Pass,2
8713675487,21,127976382,pending,0,0,0,"",""
8105578237,1,4474520292,completed,100,80,28,Fail,3
5878273500,27,7155083641,completed,100,61,71,Pass,1
5517523869,3,8283012115,in_progress,27,51,42,Fail,4
6900626994,26,2258411288,in_progress,60,55,7,Fail,1
3622799474,11,4392748960,in_progress,69,54,10,Fail,3
9632333084,19,9635606807,in_progress,5,48,90,Pass,1
317055849,2,5323172249,in_progress,33,64,67,Pass,3
6871274311,7,322682935,completed,100,95,31,Fail,4
4490889002,18,9674711740,in_progress,56,57,58,Pass,1
9586899384,30,429698960,in_progress,55,36,77,Pass,2
5777203597,7,5132755481,completed,100,25,18,Fail,2
1663585910,4,5323172249,pending,0,0,0,"",""
841454669,5,6690077310,pending,0,0,0,"",""
7468264109,11,9792809882,completed,100,69,56,Pass,1
7845306489,14,5854306653,completed,100,80,2,Fail,5
947640046,20,8283012115,completed,100,66,72,Pass,3
3979974339,25,4392748960,in_progress,90,50,23,Fail,3
9150513704,11,7401098269,in_progress,18,92,20,Fail,3
7885676645,24,6219493172,completed,100,24,28,Fail,5
6636955815,28,7401098269,in_progress,10,24,73,Pass,2
2129064884,2,7244170133,completed,100,4,87,Pass,4
13768756,23,4900234692,pending,0,0,0,"",""
5738092128,17,1569551734,in_progress,25,96,90,Pass,3
4219506313,6,6871274311,completed,100,52,16,Fail,3
6839175379,24,1012654513,in_progress,64,3,83,Pass,3
6357984299,16,7892028849,completed,100,81,79,Pass,3
399831060,17,9792809882,pending,0,0,0,"",""
6273743471,14,7155083641,in_progress,97,79,24,Fail,3
9263996258,11,9893171522,completed,100,17,50,Pass,2
1017025900,1,9941979524,in_progress,79,31,39,Fail,2
3067910403,3,8283012115,completed,100,81,64,Pass,1
6307861890,9,4667843857,completed,100,85,66,Pass,4
7847663966,22,9759471255,pending,0,0,0,"",""
3253328766,18,7340725304,pending,0,0,0,"",""
2817450136,9,9674711740,pending,0,0,0,"",""
2157215377,12,4667843857,in_progress,52,26,3,Fail,2
4769590439,15,3350349724,in_progress,98,63,32,Fail,5
9288699035,22,2043925507,in_progress,49,63,88,Pass,3
2891151921,7,127976382,completed,100,11,8,Fail,2
3293989825,22,882656711,completed,100,87,68,Pass,2
8868687830,30,7892028849,pending,0,0,0,"",""
3683678518,10,882656711,in_progress,52,78,92,Pass,2
2806666103,21,4474520292,in_progress,85,26,11,Fail,1
2739680838,5,322682935,in_progress,57,63,40,Fail,3
4788429031,27,6563638213,completed,100,25,47,Fail,4
1105410699,30,127976382,completed,100,57,55,Pass,4
7892028849,4,1365651983,pending,0,0,0,"",""
8404844672,23,7892028849,pending,0,0,0,"",""
2683405072,12,9544996040,pending,0,0,0,"",""
4025366761,19,7711642321,in_progress,67,45,56,Pass,5
351532147,5,4474520292,in_progress,47,79,67,Pass,1
5675942632,17,5854306653,in_progress,80,90,62,Pass,4
2493311862,7,7711642321,pending,0,0,0,"",""
796368787,18,9893171522,pending,0,0,0,"",""
2129064884,29,7989358648,completed,100,49,94,Pass,4
3647231066,2,127976382,in_progress,46,14,1,Fail,5
945889098,3,6219493172,in_progress,10,83,11,Fail,3
9586899384,5,6219493172,in_progress,50,31,75,Pass,1
9691686488,2,1569551734,pending,0,0,0,"",""
6735666802,30,6690077310,in_progress,38,98,21,Fail,2
192019002,1,4474520292,completed,100,67,46,Fail,1
9433494312,12,7340725304,in_progress,18,29,69,Pass,4
5966634673,29,4667843857,in_progress,63,72,33,Fail,5
4858047602,4,4775284066,pending,0,0,0,"",""
8267864653,2,4667843857,in_progress,21,11,87,Pass,2
9709993725,28,9941979524,completed,100,35,97,Pass,5
4790830240,29,4474520292,in_progress,62,45,22,Fail,1
1664589960,22,7836948947,in_progress,7,94,24,Fail,2
8967190280,20,5323172249,pending,0,0,0,"",""
8940512345,9,7885676645,in_progress,14,76,80,Pass,3
4080148784,20,2043925507,pending,0,0,0,"",""
2703630999,18,4775284066,in_progress,72,58,87,Pass,5
1858534683,27,127976382,in_progress,2,22,8,Fail,4
3256427520,8,322682935,in_progress,7,66,52,Pass,4
7116797367,10,4474520292,completed,100,30,66,Pass,5
1360809184,19,9544996040,in_progress,94,21,25,Fail,4
7892028849,22,7401098269,completed,100,36,1,Fail,3
6636955815,5,1365651983,pending,0,0,0,"",""
8868687830,2,7155083641,pending,0,0,0,"",""
3024479569,19,9792809882,in_progress,28,51,6,Fail,4
534501217,6,9674711740,completed,100,75,56,Pass,3
9537041049,13,6035574711,in_progress,23,81,85,Pass,1
421660437,29,9759471255,completed,100,76,74,Pass,4
8940512345,16,5323172249,in_progress,46,41,81,Pass,1
5427540887,27,1365651983,in_progress,19,66,62,Pass,3
6373073000,15,4474520292,in_progress,53,89,40,Fail,1
9390867042,9,4900234692,in_progress,92,18,20,Fail,4
4629348683,6,7711642321,in_progress,96,89,1,Fail,3
46632725,30,9544996040,completed,100,57,46,Fail,1
7989358648,9,2258411288,completed,100,15,74,Pass,4
7063871044,19,9635606807,in_progress,46,9,71,Pass,2
2636099914,8,7885676645,pending,0,0,0,"",""
6729654034,24,2678636976,pending,0,0,0,"",""
9747792813,7,4474520292,in_progress,31,82,80,Pass,2
9390867042,7,2043925507,in_progress,84,30,47,Fail,5
9414607542,22,1569551734,pending,0,0,0,"",""
3440704310,30,9792809882,pending,0,0,0,"",""
2724557953,29,9674711740,pending,0,0,0,"",""
2298083451,17,2258411288,in_progress,30,44,92,Pass,1
4629348683,17,6219493172,pending,0,0,0,"",""
13768756,30,429698960,in_progress,6,12,78,Pass,5
5310056704,20,9792809882,in_progress,79,52,23,Fail,1
1323248587,13,8238070968,pending,0,0,0,"",""
9251845796,7,8283012115,in_progress,47,35,36,Fail,2
3438503512,3,4900234692,in_progress,46,40,35,Fail,4
9586899384,3,2258411288,completed,100,63,54,Pass,4
3684795096,21,6690077310,in_progress,22,69,73,Pass,3
3805539585,29,1365651983,pending,0,0,0,"",""
8353907322,14,9792809882,in_progress,63,39,84,Pass,2
1981420456,16,7989358648,completed,100,84,34,Fail,1
5830955622,6,5323172249,completed,100,7,43,Fail,2
5597490177,15,4474520292,completed,100,48,95,Pass,3
9390867042,12,7340725304,pending,0,0,0,"",""
4415998038,4,322682935,in_progress,100,72,91,Pass,2
5878273500,14,7892028849,pending,0,0,0,"",""
8666126453,13,5854306653,pending,0,0,0,"",""
5878273500,21,6690077310,pending,0,0,0,"",""
1303090059,24,2989366907,in_progress,30,40,9,Fail,2
9902544590,13,5854306653,pending,0,0,0,"",""
312205913,20,9792809882,completed,100,6,69,Pass,2
152265336,17,8283012115,pending,0,0,0,"",""
7827831768,10,9434033735,pending,0,0,0,"",""
1981420456,6,9792809882,completed,100,46,59,Pass,4
2739680838,10,127976382,completed,100,31,65,Pass,4
818312268,30,9635606807,in_progress,18,47,48,Fail,1
8404844672,6,9893171522,pending,0,0,0,"",""
5949131566,15,9792809882,in_progress,80,81,43,Fail,2
5572006674,10,6357984299,pending,0,0,0,"",""
3685367582,20,322682935,in_progress,13,10,55,Pass,1
7434056703,13,7989358648,completed,100,43,95,Pass,5
7978501947,16,1012654513,in_progress,67,11,42,Fail,4
3880236072,8,6871274311,in_progress,22,92,87,Pass,3
2629393820,30,882656711,pending,0,0,0,"",""
1480281550,24,7340725304,pending,0,0,0,"",""
1718298964,25,9941979524,completed,100,49,23,Fail,2
3647231066,28,9941979524,completed,100,66,15,Fail,3
6768746223,24,9893171522,completed,100,9,7,Fail,4
8014027464,14,7885676645,completed,100,37,61,Pass,4
2493311862,13,5323172249,in_progress,86,82,100,Pass,1
7139950328,5,7892028849,in_progress,51,26,78,Pass,4
6644590620,20,2043925507,pending,0,0,0,"",""
8832507671,23,6219493172,completed,100,58,54,Pass,2
425552136,19,6690077310,completed,100,84,74,Pass,2
3647737530,15,2258411288,in_progress,50,13,77,Pass,4
6861045619,1,1569551734,completed,100,5,31,Fail,3
8157308346,11,4474520292,in_progress,49,9,90,Pass,5
806213872,12,7885676645,in_progress,54,30,44,Fail,5
6062813088,4,9434033735,in_progress,15,61,18,Fail,5
7075608372,13,7244170133,pending,0,0,0,"",""
9658252271,7,8238070968,completed,100,75,64,Pass,4
5535887421,2,2043925507,pending,0,0,0,"",""
1109584936,18,127976382,in_progress,54,16,71,Pass,2
5966634673,27,1365651983,in_progress,26,20,79,Pass,4
8861585585,18,9893171522,completed,100,13,83,Pass,5
7048419275,24,4474520292,in_progress,67,14,39,Fail,1
8152461386,11,8283012115,in_progress,83,94,91,Pass,3
1256521664,2,5313661905,in_progress,25,6,73,Pass,5
9216413999,9,4474520292,pending,0,0,0,"",""
6965587924,30,322682935,in_progress,50,52,92,Pass,2
5875902509,10,7836948947,pending,0,0,0,"",""
969966365,24,5313661905,completed,100,100,44,Fail,4
5106565985,22,6690077310,in_progress,64,51,77,Pass,5
8598153345,10,322682935,pending,0,0,0,"",""
3173166249,9,5132755481,pending,0,0,0,"",""
7836948947,27,1365651983,pending,0,0,0,"",""
9877806200,26,9674711740,completed,100,61,41,Fail,1
1574480523,21,1569551734,in_progress,2,5,68,Pass,4
2361002389,23,9941979524,completed,100,10,49,Fail,2
7910250648,28,322682935,in_progress,84,14,89,Pass,1
1647616055,28,127976382,completed,100,54,85,Pass,5
8152241385,8,1012654513,pending,0,0,0,"",""
7057867043,5,7885676645,pending,0,0,0,"",""
